# A Generous Offer — VO render manifest
# seed_audio | speech_rate=10 (=1.1x) | sample_rate=44100 | 40 lines
# idx|speaker|job_id|result_url
27|SARAH|5dfec3d3-8cd9-4d0e-86a4-3a3c465b8b4b|https://d8j0ntlcm91z4.cloudfront.net/user_3EP9SP2r5iXI2tpVbHS353E2m5O/hf_20260813_152151_5dfec3d3-8cd9-4d0e-86a4-3a3c465b8b4b.wav
28|NIA|525c2db0-aa63-4325-b5c1-c7b118baf40b|https://d8j0ntlcm91z4.cloudfront.net/user_3EP9SP2r5iXI2tpVbHS353E2m5O/hf_20260813_152151_525c2db0-aa63-4325-b5c1-c7b118baf40b.wav
29|SARAH|bc2b76d5-2062-4942-9d82-d7a15f0a28fe|https://d8j0ntlcm91z4.cloudfront.net/user_3EP9SP2r5iXI2tpVbHS353E2m5O/hf_20260813_152151_bc2b76d5-2062-4942-9d82-d7a15f0a28fe.wav
30|NIA|aca5a432-4f6a-4ec2-99dd-26266a8d2e0c|https://d8j0ntlcm91z4.cloudfront.net/user_3EP9SP2r5iXI2tpVbHS353E2m5O/hf_20260813_152151_aca5a432-4f6a-4ec2-99dd-26266a8d2e0c.wav
31|SARAH|49d7eb8a-5e1c-439f-a49f-869da2f76233|https://d8j0ntlcm91z4.cloudfront.net/user_3EP9SP2r5iXI2tpVbHS353E2m5O/hf_20260813_152151_49d7eb8a-5e1c-439f-a49f-869da2f76233.wav
32|NIA|2dbca2e6-4deb-4768-807b-fea5a8334336|https://d8j0ntlcm91z4.cloudfront.net/user_3EP9SP2r5iXI2tpVbHS353E2m5O/hf_20260813_152151_2dbca2e6-4deb-4768-807b-fea5a8334336.wav
33|SARAH|13f7f13e-6308-418a-a616-3db567f12df2|https://d8j0ntlcm91z4.cloudfront.net/user_3EP9SP2r5iXI2tpVbHS353E2m5O/hf_20260813_152151_13f7f13e-6308-418a-a616-3db567f12df2.wav
34|NIA|506bf3e5-2713-4c08-91b9-9938634fa1d9|https://d8j0ntlcm91z4.cloudfront.net/user_3EP9SP2r5iXI2tpVbHS353E2m5O/hf_20260813_152151_506bf3e5-2713-4c08-91b9-9938634fa1d9.wav
35|SARAH|25e8c032-3b49-45c7-83ce-8920891d8156|https://d8j0ntlcm91z4.cloudfront.net/user_3EP9SP2r5iXI2tpVbHS353E2m5O/hf_20260813_152151_25e8c032-3b49-45c7-83ce-8920891d8156.wav
36|NIA|727e7b20-b45a-4a2e-9ef3-0668a22d2031|https://d8j0ntlcm91z4.cloudfront.net/user_3EP9SP2r5iXI2tpVbHS353E2m5O/hf_20260813_152151_727e7b20-b45a-4a2e-9ef3-0668a22d2031.wav
37|SARAH|7efeca0d-9f58-4d89-9328-a69256cc43f5|https://d8j0ntlcm91z4.cloudfront.net/user_3EP9SP2r5iXI2tpVbHS353E2m5O/hf_20260813_152355_7efeca0d-9f58-4d89-9328-a69256cc43f5.wav
38|NIA|c21497e9-70dc-4c86-ab05-d03cc674ab14|https://d8j0ntlcm91z4.cloudfront.net/user_3EP9SP2r5iXI2tpVbHS353E2m5O/hf_20260813_152355_c21497e9-70dc-4c86-ab05-d03cc674ab14.wav
39|SARAH|f711c2e4-f376-4862-944b-e78df3f78466|https://d8j0ntlcm91z4.cloudfront.net/user_3EP9SP2r5iXI2tpVbHS353E2m5O/hf_20260813_152355_f711c2e4-f376-4862-944b-e78df3f78466.wav
40|NIA|93ef361f-2271-4802-90f7-d546df7d34c4|https://d8j0ntlcm91z4.cloudfront.net/user_3EP9SP2r5iXI2tpVbHS353E2m5O/hf_20260813_152355_93ef361f-2271-4802-90f7-d546df7d34c4.wav
